monthly_income,dti_ratio,credit_history_years,education,region,gender,ethnicity,age_group,approved
7575.7,0.0465,8.2,Bachelors,North,Female,Group_A,Senior,1
2487.21,0.6273,11.8,Masters,Central,Female,Group_A,Adult,0
3808.67,0.4365,11.5,Bachelors,South,Female,Group_C,Young,0
1902.05,0.1411,11.2,No Degree,Central,Male,Group_B,Adult,0
7140.21,0.3456,13.4,Masters,Central,Female,Group_B,Senior,1
4419.78,0.1797,7.2,Bachelors,East,Female,Group_D,Adult,0
6096.12,0.2611,13.8,Masters,North,Male,Group_A,Adult,1
2349.98,0.1748,8.2,High School,North,Female,Group_B,Young,0
9901.98,0.5053,11.7,PhD,Central,Female,Group_A,Senior,1
2704.93,0.214,4.5,Bachelors,Central,Male,Group_D,Adult,0
7239.31,0.1183,5.7,High School,South,Female,Group_C,Senior,0
5213.34,0.0644,12.4,Masters,West,Male,Group_A,Young,1
4470.6,0.4298,11.0,High School,East,Female,Group_D,Adult,1
4293.77,0.1928,17.2,High School,Central,Female,Group_B,Young,0
3572.31,0.4578,7.6,No Degree,Central,Male,Group_A,Young,0
9391.85,0.1614,9.1,Masters,West,Male,Group_A,Senior,1
4945.86,0.1992,10.0,High School,East,Non-Binary,Group_B,Adult,1
2605.52,0.352,8.8,No Degree,South,Female,Group_A,Adult,0
4056.27,0.0614,6.2,High School,South,Female,Group_C,Adult,0
5240.49,0.3452,10.1,Bachelors,North,Male,Group_A,Adult,0
7699.44,0.2237,6.1,High School,North,Male,Group_D,Adult,1
3632.55,0.4554,12.6,Masters,East,Male,Group_C,Young,0
3756.01,0.1797,6.8,High School,Central,Male,Group_B,Young,0
4972.69,0.6935,12.4,High School,Central,Male,Group_B,Young,0
7606.15,0.3736,14.4,Bachelors,West,Female,Group_A,Young,0
2479.03,0.211,10.9,High School,North,Male,Group_B,Young,0
6327.61,0.4643,11.1,High School,North,Female,Group_A,Senior,0
3897.03,0.1359,16.8,Bachelors,South,Female,Group_C,Adult,0
4178.82,0.0309,11.6,High School,West,Male,Group_A,Adult,1
13370.26,0.6218,6.7,High School,South,Female,Group_C,Adult,0
4454.92,0.3116,7.8,High School,Central,Male,Group_C,Senior,0
7167.75,0.6561,6.6,High School,Central,Female,Group_A,Adult,0
7040.66,0.5743,14.1,Masters,West,Female,Group_C,Young,0
2724.36,0.4628,12.0,Bachelors,South,Female,Group_C,Adult,0
1953.35,0.1062,11.8,High School,South,Male,Group_C,Adult,0
7409.3,0.3336,7.5,High School,Central,Male,Group_D,Adult,1
2859.0,0.0278,3.6,No Degree,South,Female,Group_C,Young,0
2138.6,0.3536,7.9,Bachelors,North,Male,Group_C,Adult,0
8209.78,0.1733,10.3,Masters,North,Male,Group_B,Adult,1
2952.14,0.1139,10.1,No Degree,Central,Male,Group_C,Senior,0
3340.05,0.1514,14.2,Bachelors,Central,Male,Group_B,Senior,0
13189.64,0.515,3.3,High School,North,Female,Group_B,Adult,0
2143.37,0.1099,11.2,No Degree,West,Female,Group_A,Adult,0
2622.43,0.1517,5.5,High School,West,Male,Group_D,Senior,0
3905.54,0.3168,10.9,High School,South,Male,Group_C,Young,0
4358.45,0.3179,5.9,High School,North,Male,Group_C,Adult,0
3143.61,0.0682,9.4,High School,South,Female,Group_C,Adult,0
2753.62,0.2908,10.5,High School,East,Female,Group_B,Adult,0
10456.69,0.3957,8.8,High School,South,Male,Group_C,Adult,0
5605.44,0.6591,10.3,Bachelors,East,Male,Group_A,Senior,1
6585.23,0.0331,7.4,Bachelors,East,Female,Group_A,Adult,1
4588.86,0.2106,3.9,Bachelors,West,Female,Group_A,Senior,0
5680.12,0.403,18.2,High School,South,Female,Group_C,Young,1
7835.74,0.4907,7.1,Bachelors,Central,Female,Group_A,Adult,0
2986.48,0.0568,8.0,PhD,East,Female,Group_A,Senior,0
5610.63,0.2391,3.6,PhD,North,Female,Group_A,Adult,1
6960.6,0.2391,8.7,No Degree,South,Male,Group_C,Young,0
10640.24,0.4852,8.1,Bachelors,Central,Male,Group_A,Adult,1
13016.14,0.0845,5.9,Bachelors,South,Female,Group_C,Senior,0
5089.47,0.3783,6.4,No Degree,North,Male,Group_B,Adult,0
8684.71,0.1768,23.1,High School,West,Male,Group_B,Adult,1
1293.25,0.2869,4.4,Bachelors,Central,Male,Group_A,Adult,0
10680.14,0.3191,11.2,PhD,North,Male,Group_A,Adult,1
3418.85,0.2652,14.5,Bachelors,Central,Female,Group_A,Adult,0
4356.62,0.2013,4.9,PhD,South,Female,Group_C,Senior,0
6127.56,0.4808,6.0,Bachelors,West,Female,Group_B,Senior,0
4551.8,0.2297,10.2,High School,East,Female,Group_D,Adult,0
5422.04,0.1562,5.8,No Degree,Central,Male,Group_B,Adult,0
10870.92,0.3525,10.5,High School,West,Female,Group_A,Young,0
4055.75,0.7003,13.1,Bachelors,West,Male,Group_B,Adult,0
2854.17,0.1994,3.9,High School,West,Male,Group_A,Senior,0
12170.03,0.1818,8.6,High School,East,Female,Group_A,Adult,1
6395.71,0.2147,14.5,High School,East,Male,Group_A,Young,1
12850.26,0.0585,8.0,Bachelors,South,Female,Group_C,Young,0
7568.99,0.2709,6.3,PhD,West,Female,Group_A,Adult,1
2535.64,0.1374,14.3,High School,Central,Female,Group_C,Adult,1
6786.51,0.082,13.1,High School,Central,Male,Group_B,Senior,1
3004.98,0.417,4.0,High School,East,Female,Group_A,Young,0
4933.07,0.1538,7.8,Bachelors,West,Male,Group_D,Young,1
4732.19,0.0903,2.9,PhD,North,Male,Group_A,Adult,1
2188.93,0.1734,5.2,High School,North,Male,Group_B,Adult,0
3273.43,0.2366,12.0,Bachelors,East,Female,Group_D,Senior,0
14803.13,0.2758,9.0,Bachelors,East,Female,Group_D,Adult,1
5536.89,0.5482,10.6,Bachelors,South,Male,Group_B,Adult,0
4501.66,0.2634,15.4,Masters,North,Male,Group_A,Adult,1
12166.54,0.7687,7.8,High School,Central,Female,Group_B,Young,0
4031.45,0.567,5.0,High School,South,Male,Group_C,Adult,0
4695.17,0.1631,8.4,High School,West,Female,Group_B,Senior,0
8065.91,0.4238,15.3,Bachelors,East,Non-Binary,Group_A,Adult,1
4022.39,0.1221,5.4,PhD,North,Female,Group_C,Senior,0
3383.75,0.5039,4.7,PhD,Central,Female,Group_B,Adult,0
1592.6,0.052,7.7,Bachelors,West,Male,Group_D,Young,0
3077.12,0.1236,17.8,High School,Central,Female,Group_B,Adult,0
3062.5,0.2304,5.7,High School,South,Male,Group_C,Adult,0
5320.29,0.1364,6.0,High School,South,Male,Group_C,Adult,0
3621.96,0.2021,4.6,High School,West,Female,Group_B,Young,0
14458.09,0.1822,8.1,Bachelors,South,Female,Group_C,Adult,1
2896.29,0.1105,12.4,High School,Central,Female,Group_A,Adult,1
9900.33,0.0886,9.3,No Degree,South,Female,Group_C,Adult,0
5485.57,0.4392,10.7,Bachelors,Central,Female,Group_B,Senior,1
7356.85,0.2477,6.9,High School,Central,Female,Group_A,Senior,0
7136.73,0.2295,9.5,High School,East,Male,Group_A,Young,0
1621.14,0.1283,8.1,PhD,North,Female,Group_A,Young,0
4886.46,0.2007,7.2,High School,East,Female,Group_A,Adult,0
4310.83,0.3785,11.5,Bachelors,East,Male,Group_D,Adult,0
2789.2,0.2811,14.4,Bachelors,West,Male,Group_C,Adult,0
6184.57,0.1049,9.1,Bachelors,West,Female,Group_D,Senior,0
11594.31,0.1111,4.5,High School,Central,Female,Group_B,Senior,1
1291.42,0.2395,10.6,Bachelors,East,Male,Group_D,Adult,0
3762.22,0.4266,9.9,High School,Central,Female,Group_A,Adult,0
2636.26,0.4748,12.5,High School,North,Female,Group_A,Adult,0
5094.36,0.2339,13.4,Bachelors,West,Male,Group_C,Adult,0
4176.34,0.3036,6.5,No Degree,Central,Male,Group_A,Young,0
3630.63,0.2169,5.3,High School,North,Female,Group_A,Adult,0
6937.89,0.1638,14.5,High School,North,Male,Group_B,Senior,0
11137.7,0.5684,4.6,Masters,North,Female,Group_B,Adult,1
18595.21,0.4442,10.1,No Degree,East,Female,Group_A,Adult,1
3395.43,0.0673,4.3,High School,East,Male,Group_D,Adult,0
1977.45,0.3016,6.2,High School,South,Male,Group_C,Adult,0
6500.26,0.1513,13.0,High School,East,Male,Group_A,Adult,1
10995.51,0.2039,4.8,High School,East,Female,Group_D,Senior,0
7382.33,0.2637,11.5,No Degree,North,Male,Group_B,Senior,0
10972.79,0.427,20.3,No Degree,Central,Male,Group_A,Adult,1
4390.76,0.1756,6.9,Masters,East,Female,Group_A,Young,0
3623.56,0.1467,7.2,Masters,North,Female,Group_A,Adult,0
5206.79,0.3043,7.5,High School,Central,Female,Group_D,Young,0
4166.05,0.3055,7.0,High School,North,Female,Group_A,Senior,0
6846.87,0.6491,11.0,Bachelors,Central,Male,Group_B,Adult,0
7981.52,0.2165,6.0,No Degree,North,Male,Group_B,Adult,1
8300.26,0.1336,16.1,High School,North,Male,Group_A,Adult,1
6344.2,0.1871,6.8,High School,South,Female,Group_C,Adult,0
5557.54,0.3268,13.4,High School,East,Male,Group_A,Adult,1
7311.57,0.1908,17.2,No Degree,East,Female,Group_A,Adult,1
1841.81,0.3514,5.4,High School,East,Male,Group_B,Young,0
5460.44,0.2595,9.3,Bachelors,South,Female,Group_C,Adult,0
5045.43,0.4485,7.1,High School,South,Male,Group_C,Adult,0
5467.3,0.1822,7.3,High School,Central,Male,Group_A,Senior,0
4704.09,0.1339,7.9,Masters,Central,Male,Group_A,Senior,1
6099.29,0.5388,5.9,High School,South,Male,Group_C,Adult,0
3687.48,0.277,6.1,Bachelors,South,Female,Group_C,Adult,0
8645.22,0.0901,13.5,Bachelors,South,Female,Group_C,Young,1
6228.09,0.3693,15.5,Bachelors,North,Male,Group_A,Young,1
5299.37,0.254,10.2,Bachelors,North,Male,Group_A,Adult,0
3467.68,0.3987,12.6,No Degree,North,Male,Group_A,Adult,0
7388.34,0.1705,6.0,No Degree,North,Male,Group_D,Adult,1
5449.78,0.2174,5.2,Bachelors,Central,Female,Group_A,Adult,0
3368.62,0.2629,11.6,High School,East,Female,Group_A,Adult,0
4777.48,0.3701,8.0,High School,South,Female,Group_A,Young,0
6731.42,0.1905,5.0,Bachelors,East,Non-Binary,Group_D,Adult,0
6475.54,0.1167,12.3,No Degree,South,Female,Group_C,Senior,0
6269.83,0.3717,22.8,PhD,South,Female,Group_C,Adult,1
5147.5,0.1136,11.6,Masters,South,Male,Group_C,Young,1
8208.37,0.2914,17.5,High School,North,Male,Group_A,Young,1
9126.14,0.4827,8.4,High School,West,Female,Group_B,Young,0
7105.76,0.2823,4.8,Bachelors,Central,Non-Binary,Group_B,Young,0
3663.87,0.4057,11.4,Masters,Central,Female,Group_B,Adult,0
2895.66,0.5747,11.7,Masters,Central,Female,Group_A,Young,0
3744.45,0.246,5.5,High School,East,Female,Group_A,Adult,1
13053.72,0.3097,10.7,Bachelors,North,Male,Group_A,Senior,1
5658.13,0.2033,7.2,PhD,East,Male,Group_A,Young,1
14231.61,0.3183,3.0,Masters,West,Male,Group_B,Adult,1
4628.1,0.3118,22.0,No Degree,West,Female,Group_A,Adult,1
4318.2,0.7028,13.4,Bachelors,Central,Female,Group_C,Young,0
4736.11,0.1806,6.5,High School,North,Male,Group_D,Adult,1
4693.4,0.2365,11.5,High School,North,Male,Group_B,Adult,0
3338.16,0.3473,8.2,Masters,South,Female,Group_C,Senior,0
2767.16,0.2882,9.5,Masters,West,Female,Group_A,Adult,0
6314.91,0.1925,11.0,Bachelors,North,Non-Binary,Group_A,Senior,1
8328.6,0.2202,13.7,High School,East,Non-Binary,Group_C,Senior,1
16688.76,0.4956,5.4,Bachelors,South,Male,Group_C,Adult,0
3956.61,0.1101,10.9,High School,North,Male,Group_B,Young,1
4120.26,0.2507,11.0,High School,West,Female,Group_A,Young,0
3342.2,0.0653,7.6,Bachelors,Central,Male,Group_A,Adult,1
8628.83,0.149,14.0,High School,Central,Male,Group_B,Adult,0
7387.12,0.4312,11.7,Bachelors,East,Female,Group_A,Young,1
3170.15,0.4431,10.1,PhD,West,Non-Binary,Group_C,Adult,0
3130.35,0.0493,14.2,High School,Central,Male,Group_A,Senior,1
7912.96,0.1507,7.8,PhD,West,Female,Group_A,Adult,1
5952.69,0.243,4.2,Masters,North,Male,Group_D,Adult,1
7181.0,0.5944,13.6,High School,South,Male,Group_C,Young,0
3160.91,0.4555,10.7,PhD,West,Female,Group_D,Adult,0
1922.03,0.4904,7.7,High School,North,Female,Group_A,Adult,0
3173.27,0.4906,13.7,No Degree,South,Male,Group_D,Adult,0
6931.86,0.266,13.4,High School,Central,Female,Group_A,Adult,0
14122.56,0.4333,5.2,Masters,Central,Female,Group_A,Adult,0
3965.03,0.2424,16.1,No Degree,South,Female,Group_A,Young,0
15335.53,0.0276,4.1,Masters,North,Female,Group_B,Young,1
7442.11,0.2516,14.8,No Degree,South,Female,Group_C,Adult,0
2449.12,0.1383,9.7,No Degree,North,Male,Group_D,Adult,0
5469.91,0.3158,10.2,High School,South,Male,Group_C,Adult,0
7570.29,0.156,21.2,Bachelors,North,Male,Group_A,Adult,1
1461.56,0.1027,16.7,PhD,North,Female,Group_A,Adult,0
6783.34,0.0769,7.0,Bachelors,West,Non-Binary,Group_B,Adult,1
8833.98,0.384,5.8,High School,East,Male,Group_A,Senior,0
5999.52,0.0877,5.5,Masters,West,Male,Group_C,Adult,1
4765.41,0.3361,6.1,Bachelors,East,Female,Group_B,Adult,0
4507.67,0.171,6.8,Bachelors,Central,Female,Group_B,Young,0
4377.96,0.2615,15.5,Bachelors,North,Female,Group_B,Adult,0
2729.87,0.0862,5.1,Masters,West,Female,Group_B,Adult,0
3485.05,0.2417,10.0,High School,East,Female,Group_B,Adult,0
3990.62,0.0881,4.6,High School,North,Female,Group_B,Adult,1
5201.73,0.1736,5.9,High School,East,Female,Group_B,Adult,1
3720.42,0.2297,5.1,Masters,East,Female,Group_A,Senior,0
3182.54,0.2302,12.9,PhD,Central,Female,Group_B,Senior,1
7185.97,0.2242,8.8,Bachelors,Central,Male,Group_B,Senior,1
5915.36,0.2125,6.4,High School,Central,Male,Group_A,Senior,0
3753.28,0.234,6.8,High School,South,Female,Group_C,Adult,0
6330.53,0.3637,6.5,High School,South,Male,Group_A,Senior,1
3918.33,0.4136,9.6,High School,East,Female,Group_B,Senior,0
5072.21,0.0294,7.6,Masters,East,Female,Group_A,Adult,1
8002.6,0.1174,5.9,Bachelors,West,Female,Group_C,Adult,1
3634.15,0.3665,9.2,High School,North,Female,Group_D,Senior,0
2734.75,0.1032,9.9,Bachelors,East,Female,Group_B,Adult,0
4570.75,0.3821,7.5,Bachelors,West,Female,Group_B,Adult,0
2485.6,0.5169,7.4,Masters,East,Female,Group_A,Adult,0
4278.15,0.2385,13.8,High School,West,Male,Group_D,Adult,0
4271.33,0.3771,17.4,PhD,West,Female,Group_B,Senior,1
1433.91,0.5256,6.8,High School,South,Male,Group_C,Senior,0
6408.1,0.0907,12.5,Masters,East,Female,Group_B,Adult,1
4485.72,0.218,13.7,High School,West,Male,Group_B,Young,0
8874.6,0.7613,4.5,Bachelors,South,Female,Group_C,Adult,0
5474.01,0.0675,11.6,High School,East,Female,Group_A,Adult,0
7099.67,0.119,10.5,Bachelors,North,Male,Group_A,Adult,1
8910.8,0.199,8.5,No Degree,North,Male,Group_A,Senior,0
4601.52,0.4451,7.2,Bachelors,East,Male,Group_A,Adult,0
4912.75,0.7239,14.1,High School,West,Male,Group_B,Young,0
2237.75,0.2886,3.5,No Degree,Central,Female,Group_A,Adult,0
9134.09,0.2703,6.3,Bachelors,South,Female,Group_C,Adult,1
4569.46,0.0806,2.2,PhD,Central,Female,Group_D,Adult,1
2972.43,0.3949,7.5,Masters,East,Female,Group_D,Adult,0
7114.29,0.4234,4.3,High School,South,Female,Group_C,Senior,0
1652.61,0.3236,7.7,Bachelors,Central,Female,Group_A,Senior,0
3965.4,0.1986,1.6,High School,East,Female,Group_A,Senior,0
7739.99,0.4731,6.6,Bachelors,North,Female,Group_A,Adult,0
3948.69,0.0035,9.7,Bachelors,Central,Female,Group_D,Adult,1
3432.48,0.2561,13.7,Bachelors,East,Female,Group_D,Young,1
3991.5,0.3048,15.2,Bachelors,South,Female,Group_C,Senior,0
1799.09,0.1075,6.1,Bachelors,Central,Male,Group_A,Adult,0
7028.57,0.229,16.7,Bachelors,East,Female,Group_C,Young,0
4621.88,0.3191,12.1,No Degree,South,Male,Group_C,Adult,0
4289.12,0.0822,5.6,High School,Central,Male,Group_B,Adult,0
4296.97,0.4899,4.0,High School,East,Male,Group_B,Adult,0
4949.49,0.186,8.1,Bachelors,North,Female,Group_A,Adult,1
6813.89,0.4649,7.0,High School,West,Male,Group_B,Adult,0
4788.48,0.149,10.2,PhD,Central,Female,Group_A,Adult,1
2487.87,0.0496,4.8,Bachelors,South,Female,Group_B,Adult,1
6553.52,0.4405,15.7,Masters,East,Female,Group_D,Senior,1
6306.18,0.1605,10.4,High School,North,Male,Group_A,Young,1
5446.69,0.5934,13.6,Bachelors,North,Male,Group_B,Adult,0
8413.73,0.3632,7.9,High School,North,Female,Group_A,Young,0
4989.99,0.4939,13.9,Bachelors,East,Male,Group_B,Adult,0
8567.13,0.4033,9.3,High School,South,Female,Group_C,Adult,0
9932.88,0.3997,7.7,No Degree,North,Male,Group_B,Adult,1
6575.83,0.2041,14.8,High School,South,Female,Group_C,Adult,1
3381.36,0.4197,9.2,Bachelors,East,Male,Group_D,Adult,0
4603.66,0.4749,7.7,High School,South,Male,Group_C,Adult,0
9130.98,0.2506,9.1,High School,East,Female,Group_A,Young,0
2324.33,0.4444,12.4,High School,North,Female,Group_B,Adult,0
4040.09,0.2868,8.8,Bachelors,North,Male,Group_A,Adult,0
4140.28,0.1017,6.2,Masters,Central,Male,Group_A,Adult,0
3188.78,0.5222,5.1,High School,Central,Male,Group_B,Adult,0
7604.07,0.6636,10.2,PhD,Central,Female,Group_B,Adult,0
5933.73,0.5069,11.4,No Degree,North,Female,Group_C,Adult,0
3444.28,0.3121,6.5,Bachelors,Central,Female,Group_B,Adult,0
6652.56,0.3422,8.0,Bachelors,South,Male,Group_C,Adult,1
4540.5,0.3198,5.9,Bachelors,North,Female,Group_C,Young,0
3149.2,0.1834,15.1,Bachelors,East,Male,Group_B,Young,1
3441.08,0.2912,9.1,Masters,Central,Male,Group_B,Young,0
6112.1,0.0492,7.8,No Degree,North,Female,Group_A,Senior,0
7859.71,0.2465,3.3,High School,North,Female,Group_B,Young,1
3853.03,0.2702,12.1,High School,North,Female,Group_D,Young,0
6452.49,0.6708,11.3,Masters,East,Male,Group_B,Young,0
10838.69,0.1887,4.4,Bachelors,South,Female,Group_A,Young,1
2619.04,0.4759,6.9,Masters,South,Male,Group_A,Adult,0
5871.32,0.467,21.2,Bachelors,South,Male,Group_A,Adult,1
7445.22,0.5874,7.5,No Degree,East,Male,Group_A,Adult,0
4686.42,0.172,12.9,Bachelors,Central,Male,Group_A,Adult,1
9128.36,0.4585,13.5,Bachelors,East,Female,Group_C,Young,0
14756.2,0.4572,9.6,High School,Central,Female,Group_B,Adult,1
5835.28,0.09,8.5,Bachelors,West,Male,Group_B,Adult,1
4373.0,0.3429,11.1,High School,North,Male,Group_B,Senior,1
8010.36,0.2629,21.2,Bachelors,Central,Female,Group_B,Young,1
7487.83,0.1999,8.6,High School,West,Male,Group_B,Adult,1
1394.91,0.3397,15.2,High School,Central,Female,Group_A,Adult,0
4908.05,0.4381,11.9,High School,South,Female,Group_C,Adult,0
4034.75,0.2938,6.6,Masters,East,Male,Group_A,Young,0
5993.03,0.6399,11.8,High School,Central,Male,Group_C,Adult,0
4461.19,0.0845,15.6,Bachelors,North,Female,Group_B,Adult,0
4709.85,0.0999,3.1,Bachelors,East,Female,Group_B,Adult,0
3191.97,0.4663,11.3,Bachelors,South,Female,Group_D,Adult,0
7095.84,0.2132,15.2,Bachelors,East,Male,Group_A,Senior,1
11243.23,0.3111,14.7,High School,Central,Male,Group_B,Adult,0
3216.87,0.4722,10.2,High School,West,Male,Group_A,Adult,0
2444.2,0.3782,8.1,High School,Central,Male,Group_C,Senior,0
4964.17,0.2179,8.6,High School,North,Male,Group_B,Senior,0
4844.85,0.3146,4.9,High School,South,Male,Group_C,Adult,0
8826.08,0.203,5.9,No Degree,East,Female,Group_A,Adult,0
2658.19,0.2984,4.8,High School,West,Male,Group_B,Adult,0
3755.67,0.1066,6.2,High School,Central,Female,Group_A,Adult,0
1679.33,0.5974,10.9,Masters,West,Female,Group_B,Young,0
9774.1,0.2301,9.2,Bachelors,East,Male,Group_D,Young,1
5570.68,0.2395,4.3,Bachelors,North,Female,Group_B,Adult,1
3898.25,0.4423,17.9,High School,East,Male,Group_D,Adult,0
2537.32,0.179,16.5,Masters,West,Male,Group_B,Adult,0
2656.49,0.2881,17.0,Bachelors,North,Female,Group_B,Senior,1
6045.89,0.2898,9.2,High School,South,Female,Group_A,Senior,0
2825.07,0.3393,9.2,Masters,South,Male,Group_C,Adult,0
5177.11,0.5247,6.3,Masters,East,Female,Group_D,Senior,0
13649.69,0.5959,20.0,No Degree,West,Female,Group_B,Adult,0
4130.72,0.3518,9.8,Bachelors,South,Female,Group_C,Adult,0
3038.98,0.4368,17.6,High School,South,Female,Group_C,Young,0
5949.15,0.0936,4.6,Bachelors,West,Female,Group_D,Adult,0
2662.72,0.2872,10.0,No Degree,Central,Female,Group_B,Senior,0
11614.3,0.1239,7.3,No Degree,Central,Male,Group_A,Young,1
9915.06,0.3134,9.7,No Degree,South,Male,Group_C,Adult,0
4527.45,0.5999,13.4,High School,Central,Male,Group_D,Adult,0
3138.04,0.2801,13.0,Masters,West,Female,Group_A,Adult,1
3972.36,0.6213,8.0,High School,North,Female,Group_A,Adult,0
4239.36,0.2997,8.9,Bachelors,South,Male,Group_C,Adult,0
5953.79,0.0424,7.8,No Degree,South,Male,Group_B,Adult,0
8265.26,0.387,5.8,Bachelors,Central,Female,Group_D,Senior,1
2927.03,0.296,3.5,Bachelors,South,Female,Group_C,Adult,0
8147.41,0.2647,11.4,High School,North,Male,Group_B,Adult,1
6693.17,0.3761,14.3,High School,Central,Non-Binary,Group_A,Young,1
3812.75,0.4293,14.4,Masters,South,Male,Group_C,Adult,0
2854.48,0.1917,3.8,High School,Central,Male,Group_A,Adult,0
5208.86,0.5009,10.9,Bachelors,East,Female,Group_A,Adult,1
2893.45,0.2124,11.8,High School,East,Male,Group_A,Adult,0
8199.6,0.5398,3.5,High School,Central,Male,Group_A,Adult,0
2801.92,0.5522,7.5,Masters,North,Male,Group_A,Young,0
6463.03,0.1043,7.8,Masters,South,Female,Group_B,Adult,1
4720.6,0.3419,15.6,High School,East,Female,Group_B,Adult,0
3713.34,0.1402,11.3,Bachelors,South,Male,Group_C,Adult,0
4668.46,0.2353,9.1,High School,North,Female,Group_A,Young,0
8433.71,0.1433,8.0,High School,East,Male,Group_D,Adult,0
2707.74,0.2126,13.3,PhD,West,Male,Group_A,Adult,1
3999.49,0.3363,4.6,High School,West,Female,Group_C,Adult,0
3374.92,0.4539,10.4,Bachelors,West,Non-Binary,Group_B,Senior,0
4820.78,0.5527,7.5,Masters,West,Male,Group_D,Senior,0
3490.01,0.3976,9.4,Bachelors,East,Male,Group_A,Young,0
2030.34,0.2532,11.2,No Degree,South,Male,Group_C,Adult,0
2899.9,0.2292,2.9,High School,Central,Male,Group_B,Adult,0
11146.46,0.2887,20.4,High School,West,Male,Group_C,Adult,1
5560.06,0.5544,6.1,Masters,Central,Male,Group_A,Adult,0
5465.34,0.1397,16.0,High School,East,Female,Group_B,Young,0
4267.12,0.2707,14.8,Masters,West,Male,Group_B,Adult,1
4789.53,0.4366,11.5,Bachelors,West,Male,Group_A,Adult,1
3964.34,0.3984,12.0,No Degree,East,Female,Group_B,Adult,0
6396.23,0.3531,10.6,Bachelors,South,Female,Group_C,Adult,0
5168.84,0.1221,18.4,No Degree,East,Male,Group_A,Young,1
2736.31,0.4752,5.4,High School,Central,Male,Group_B,Adult,0
5579.54,0.2469,13.8,No Degree,Central,Female,Group_A,Adult,0
1437.45,0.1132,13.1,High School,South,Female,Group_C,Young,0
6044.65,0.2404,16.0,Bachelors,South,Female,Group_C,Adult,0
2429.21,0.3391,18.3,Bachelors,South,Male,Group_D,Adult,0
4684.3,0.4394,12.4,Bachelors,South,Male,Group_C,Senior,0
2704.54,0.0781,14.6,Masters,East,Female,Group_D,Adult,0
4921.71,0.39,6.9,Masters,North,Female,Group_B,Young,0
6562.58,0.164,13.9,Bachelors,South,Female,Group_C,Adult,1
10419.28,0.168,10.6,Masters,West,Male,Group_A,Adult,1
2274.06,0.491,8.5,Masters,West,Female,Group_C,Young,0
8004.32,0.3469,3.2,PhD,South,Female,Group_C,Adult,1
5247.86,0.051,9.6,Bachelors,North,Male,Group_A,Adult,1
3923.21,0.2315,13.9,High School,Central,Male,Group_B,Adult,0
7186.28,0.1535,4.0,High School,West,Non-Binary,Group_A,Young,1
4367.9,0.0895,10.8,Masters,Central,Male,Group_D,Adult,1
7035.79,0.4636,5.9,Bachelors,East,Male,Group_A,Adult,0
2992.5,0.7114,3.1,High School,South,Female,Group_C,Adult,0
3581.37,0.1868,8.2,Bachelors,South,Female,Group_A,Adult,0
7877.77,0.2647,6.4,High School,East,Female,Group_A,Adult,0
10328.89,0.2289,10.2,High School,West,Male,Group_B,Senior,0
